ISIN Kodu;İlgili Menkul Kıymet;İhraçcı Kurum;İhraç Türü;Getiri Türü;MK Türü;Yıllık Kupon Sayısı;Para Birimi;Grup Kodu;İlk İhraç Tarihi;İtfa Tarihi;Vadeye Kalan Gün;Toplam İhraç Tutarı Nom.;Son İhraç Tarihi;Son İhraç Fiyatı;Son İhraç Getirisi % (yıllık basit);Gösterge Fiyat;Sonraki Kupon Tarihi;Sonraki Kupon Oranı %;Ek Getiri (%) (*);Dolaşımdaki Tutar;Emir Giriş Yöntemi;İşlemiş Faiz/Kira;Temiz Fiyat;Kirli Fiyat;Takas Fiyatı;Getiri;Bileşik Getiri;Gün Sayım Konvansiyonu;Açıklamalar;Price Unit;Coupon Interest;Coupon Frequency;Calculate 364T;Odd First Period;Odd Last Period;Day Calculation Rule;Fixed Income Type;Index Value ID;Index at Dated Date;(Underlying Issuer);Country;Sector Code;Market Segment;Decimal in Price;Açıklama (Türkçe);Açıklama (İngilizce);Strip Kağıt (Tüm, Kupon, Anapara);Principal ISIN;Instrument Classification;Instrument Group;Calculation Rule;Premium Unit;Calculate Corresponding Yield/Price;Calculate Compound Yield;;;;;;;;;;
ISIN Code;Related Security;Issuer;Type of Issuance;Type of Yield;Type of Security;Number of Coupons p.a.;Currency;Group Code;First Issue Date;Maturity Date;Days to Maturity;Total Issue Amount Nom.;Last Issue date;Last Issue Price;Last Issue Yield % (simple p.a.);Reference Price (TRY);Next Coupon Date;Next Coupon Rate %;Spread (%) (*);Outstanding Value;Quotation Method;Accrued Int./Lease;Clean Price;Dirty Price;Settlement Price;Yield;Compound Yield;Day Count Convention;Remarks;;;;;;;;;;;;;;;;;;;;;;;;;;ŞİRKET KODU;;;;;;;;;
;;;;;;;;;;;;(1000 TRY/USD/EUR);;;;;;;;(1000 TRY);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRFFFKR61710;;Finans Finansal Kiralama;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;302;07.06.2016;06.06.2017;306;62240;07.06.2016;100;11.51;;06.09.2016;2.87;2.55;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();11.51;4;N;N;N;ACTACT ISMA;Type 3A;;0;FFKRL;TR;;;;;;;;302E;;FT3A-VARRATE;;N;N;FFKRL;;;;;;;;;
TRSINAN81610;;İnanlar İnşaat ;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;06.02.2015;05.08.2016;1;60000;06.02.2015;100;11.95;;05.08.2016;3.4447;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();11.95;4;N;N;N;ACTACT ISMA;Type 3A;;0;INANI;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;INANI;;;;;;;;;
TRSINANK1614;;İnanlar İnşaat;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;22.05.2015;18.11.2016;106;10000;22.05.2015;100;14;;19.08.2016;3.5378;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14;4;N;N;N;ACTACT ISMA;Type 3A;;0;INANI;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;INANI;;;;;;;;;
TRSINAN91619;;İnanlar İnşaat;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;18.09.2015;19.09.2016;46;20000;18.09.2015;100;15.67;;19.09.2016;3.5705;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();15.67;4;N;N;N;ACTACT ISMA;Type 3A;;0;INANI;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;INANI;;;;;;;;;
TRSINANK1622;;İnanlar İnşaat;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;18.11.2015;17.11.2016;105;5000;18.11.2015;100;14.68;;17.08.2016;3.5332;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();15.67;4;N;N;N;ACTACT ISMA;Type 3A;;0;INANI;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;INANI;;;;;;;;;
TRSDRMD21713;;Derimod Konfeksiyon;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;06.02.2015;03.02.2017;183;25000;06.02.2015;100;12.11;;05.08.2016;3.44;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();12.11;4;N;N;N;ACTACT ISMA;Type 3A;;0;DERIM;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;DERIM;;;;;;;;;
TRSKORT81615;;Korteks Mensucat;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;18.02.2015;17.08.2016;13;113440;18.02.2015;100;11.662;;17.08.2016;3.2839;3.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();11.662;4;N;N;N;ACTACT ISMA;Type 3A;;0;KORTS;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;KORTS;;;;;;;;;
TRSKORT81714;;Korteks Mensucat;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;18.02.2015;16.08.2017;377;86560;18.02.2015;100;12.1621;;17.08.2016;3.4086;4.25;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();12.1621;4;N;N;N;ACTACT ISMA;Type 3A;;0;KORTS;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;KORTS;;;;;;;;;
TRFKORT31716;;Korteks Mensucat;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;302;28.03.2016;27.03.2017;235;58000;28.03.2016;100;14.0288;;26.09.2016;3.2517;4.25;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14.0288;4;Y;N;N;ACTACT ISMA;Type 3A;;0;KORTS;TR;;;;;;;;254E;;FT3A-VARRATE;;N;N;KORTS;;;;;;;;;
TRSKORT31818;;Korteks Mensucat;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;302;28.03.2016;26.03.2018;599;42000;28.03.2016;100;14.5286;;26.09.2016;3.3763;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14.5286;4;N;N;N;ACTACT ISMA;Type 3A;;0;KORTS;TR;;;;;;;;302E;;FT3A-VARRATE;;N;N;KORTS;;;;;;;;;
TRSLMAK31815;;Limak Çimento Sanayi ve Ticaret A.Ş.;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;302;24.03.2016;22.03.2018;595;100000;24.03.2016;100;13;;22.09.2016;3;3.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();13;4;Y;N;N;ACTACT ISMA;Type 3A;;0;LMKCM;TR;;;;;;;;302E;;FT3A-VARRATE;;N;N;LMKCM;;;;;;;;;
TRSZFKL21718;;Ziraat Finansal Kiralama;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;19.02.2015;16.02.2017;196;130000;19.02.2015;100;9.9195;;18.08.2016;2.8466;2;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();9.9195;4;N;N;N;ACTACT ISMA;Type 3A;;0;ZRFIN;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;ZRFIN;;;;;;;;;
TRSATFK81619;;Atılım Faktoring ;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;19.02.2015;17.08.2016;13;9800;19.02.2015;100;11.84;;17.08.2016;3.3462;4;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();11.84;4;N;N;N;ACTACT ISMA;Type 3A;;0;ATLFA;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;ATLFA;;;;;;;;;
TRSRSGY21818;;Rönesans Gayrimenkul Yatırım;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;25.02.2015;21.02.2018;566;100000;25.02.2015;100;10.88;;24.08.2016;3.1;3;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();10.88;4;N;N;N;ACTACT ISMA;Type 3A;;0;RGYAS;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;RGYAS;;;;;;;;;
TRSLYEU21713;;Limak Yatırım Enerji Üretim İşletme;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;02.03.2015;27.02.2017;207;120000;02.03.2015;100;10.8165;;29.08.2016;2.9529;2.9;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();10.8165;4;N;N;N;ACTACT ISMA;Type 3A;;0;LMKYT;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;LMKYT;;;;;;;;;
TRSVERA31717;;Vera Varlık Yönetim;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;06.03.2015;06.03.2017;214;25000;06.03.2015;100;8.29;;06.09.2016;3.4095;4.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();8.29;4;N;N;N;ACTACT ISMA;Type 3A;;0;VERVY;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;VERVY;;;;;;;;;
TRSVERA71713;;Vera Varlık Yönetim;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;22.07.2015;21.07.2017;351;37500;22.07.2015;100;14.0314;;24.10.2016;3.5367;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14.0314;4;N;N;N;ACTACT ISMA;Type 3A;;0;VERVY;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;VERVY;;;;;;;;;
TRSTUER31719;;Türkerler İnşaat Turizm Madencilik ;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;17.03.2015;10.03.2017;218;55000;17.03.2015;100;13.96;;09.09.2016;3.52;5.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();13.96;4;N;N;N;ACTACT ISMA;Type 3A;;0;TURKR;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;TURKR;;;;;;;;;
TRSZORF91611;;Zorlu Faktoring;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;23.03.2015;19.09.2016;46;29400;23.03.2015;100;11.79;;19.09.2016;3.1;3.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();11.79;4;N;N;N;ACTACT ISMA;Type 3A;;0;ZORLF;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;ZORLF;;;;;;;;;
TRSBUFK31719;;Burgan Finansal Kiralama;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;24.03.2015;21.03.2017;229;50000;24.03.2015;100;10.8481;;20.09.2016;2.8332;2.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();10.8481;4;N;N;N;ACTACT ISMA;Type 3A;;0;BRGFK;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;BRGFK;;;;;;;;;
TRSNLOG31713;;Netlog Lojistik Hizmetleri;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;24.03.2015;21.03.2017;229;100000;24.03.2015;100;12.9239;;20.09.2016;3.3432;4.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();12.9239;4;N;N;N;ACTACT ISMA;Type 3A;;0;NETLG;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;NETLG;;;;;;;;;
TRSKRSN31812;;Karsan Otomotiv;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;27.03.2015;23.03.2018;596;20000;27.03.2015;100;12.8223;;23.09.2016;3.3204;4.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();12.8223;4;N;N;N;ACTACT ISMA;Type 3A;;0;KARSN;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;KARSN;;;;;;;;;
TRSAYGZ31818;;Aygaz;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;30.03.2015;26.03.2018;599;60000;30.03.2015;100;9.99;;26.09.2016;2.59;1.7;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();9.99;4;N;N;N;ACTACT ISMA;Type 3A;;0;AYGAZ;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;AYGAZ;;;;;;;;;
TRSYDTP91612;;Yeditepe Faktoring;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;31.03.2015;27.09.2016;54;17000;31.03.2015;100;12.5;;27.09.2016;3.18126;4;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();12.5;4;N;N;N;ACTACT ISMA;Type 3A;;0;YDTPF;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;YDTPF;;;;;;;;;
TRSLDFK91619;;Lider Faktoring;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;01.04.2015;28.09.2016;55;20000;01.04.2015;100;12.44;;28.09.2016;3.1723;4;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();12.44;4;N;N;N;ACTACT ISMA;Type 3A;;0;LIDFA;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;LIDFA;;;;;;;;;
TRSLBTV31716;;TURKASSET Varlık Yön. (LBT Varlık Y.);Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;03.04.2015;31.03.2017;239;25000;03.04.2015;100;12.5833;;30.09.2016;3.1779;4.15;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();12.5833;4;N;N;N;ACTACT ISMA;Type 3A;;0;TRAST;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;TRAST;;;;;;;;;
TRSTPFC31718;;Creditwest Faktoring;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;06.04.2015;31.03.2017;239;25000;06.04.2015;100;11.44;;30.09.2016;2.87;3;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();11.44;4;N;N;N;ACTACT ISMA;Type 3A;;0;CRDFA;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;CRDFA;;;;;;;;;
TRSULFK41717;;Ulusal Faktoring;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;07.04.2015;06.04.2017;245;10500;07.04.2015;100;12.4766;;07.10.2016;3.0778;4;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();12.4766;4;N;N;N;ACTACT ISMA;Type 3A;;0;ULSFA;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;ULSFA;;;;;;;;;
TRSSKTS41717;;Söktaş Tekstil ;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;07.04.2015;04.04.2017;243;25000;07.04.2015;100;13.215;;04.10.2016;3.3253;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();13.215;4;N;N;N;ACTACT ISMA;Type 3A;;0;SKTAS;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;SKTAS;;;;;;;;;
TRSMETGE1615;;Metag İnşaat;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;08.04.2015;05.10.2016;62;50000;08.04.2015;100;13.21;;05.10.2016;3.1926;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();13.21;4;N;N;N;ACTACT ISMA;Type 3A;;0;MTGAS;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;MTGAS;;;;;;;;;
TRSDRND41719;;Derindere Turizm Otomotiv;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;09.04.2015;06.04.2017;245;35000;09.04.2015;100;11.95;;06.10.2016;2.95;3.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();11.95;4;N;N;N;ACTACT ISMA;Type 3A;;0;DRNDR;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;DRNDR;;;;;;;;;
TRSPKPB41717;;Pakpen Plastik Boru ve Yapı El.;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;15.04.2015;12.04.2017;251;50000;15.04.2015;100;13.52;;12.10.2016;3.31;5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();13.52;4;N;N;N;ACTACT ISMA;Type 3A;;0;PAKPN;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;PAKPN;;;;;;;;;
TRSEMAY41711;;Emay İnşaat Taahhüt;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;22.04.2015;19.04.2017;258;25000;22.04.2015;100;13.8917;;19.10.2016;3.3117;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();13.8917;4;N;N;N;ACTACT ISMA;Type 3A;;0;EMAY;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;EMAY;;;;;;;;;
TRSMLPC41710;;MLP Sağlık Hizmetleri;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;29.04.2015;25.04.2017;264;80000;29.04.2015;100;14.2571;;25.10.2016;3.4019;4.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14.2571;4;N;N;N;ACTACT ISMA;Type 3A;;0;MYKAS;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;MYKAS;;;;;;;;;
TRSAEST51717;;AE Arma Elektropanç Elektromekanik Sanayi Mühendislik Taahhüt ve Ticaret A.Ş.;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;06.05.2015;03.05.2017;272;25000;06.05.2015;100;14.25;;02.11.2016;3.357;4.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14.25;4;N;N;N;ACTACT ISMA;Type 3A;;0;ARMAE;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;ARMAE;;;;;;;;;
TRSPALM51713;;Palmet Enerji;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;11.05.2015;08.05.2017;277;50000;11.05.2015;100;14.9622;;08.08.2016;3.5193;5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14.9622;4;N;N;N;ACTACT ISMA;Type 3A;;0;PALMT;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;PALMT;;;;;;;;;
TRSPALM31814;;Palmet Enerji;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;302;23.03.2016;21.03.2018;594;20000;23.03.2016;100;14.906;;21.09.2016;3.4767;5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14.906;4;N;N;N;ACTACT ISMA;Type 3A;;0;PALMT;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;PALMT;;;;;;;;;
TRSFFKR61713;;Finans Finansal Kiralama;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;05.06.2015;02.06.2017;302;30000;05.06.2015;100;11.79;;02.09.2016;2.83;2.5;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();11.79;4;N;N;N;ACTACT ISMA;Type 3A;;0;FFKRL;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;FFKRL;;;;;;;;;
TRSGLMD51716;;Global Yatırım Holding;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;05.05.2015;02.05.2017;271;110000;05.05.2015;100;14.4015;;01.11.2016;3.4113;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14.4015;4;N;N;N;ACTACT ISMA;Type 3A;;0;GLYHO;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;GLYHO;;;;;;;;;
TRFEKOF61710;;Eko Faktoring;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;302;23.06.2016;22.06.2017;322;13900;23.06.2016;100;13.5676;;22.09.2016;3.3826;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();13.2756;4;N;N;N;ACTACT ISMA;Type 3A;;0;EKOFA;TR;;;;;;;;254E;;FT3A-VARRATE;;N;N;EKOFA;;;;;;;;;
TRSEKOFK1615;;Eko Faktoring;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;27.05.2015;23.11.2016;111;30000;27.05.2015;100;13.2756;;24.08.2016;3.3462;4;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();13.2756;4;N;N;N;ACTACT ISMA;Type 3A;;0;EKOFA;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;EKOFA;;;;;;;;;
TRSTIMG51718;;Timur Gayrimenkul Geliştirme Yapı ve Yatırım A.Ş.;Nitelikli Yatırımcılar / Qualified Investors;Değişken / Variable;Özel Sektör Tahvili / Private Sector Bond;4;TRY;301;27.05.2015;24.05.2017;293;100000;27.05.2015;100;14;;24.08.2016;3.54;4.75;;Temiz Fiyat/Clean Price;Formül 5/Formula 5;Giriş/Input;Formül 6/Formula 6;Kirli Fiyat/Dirty Price;-;-;Act/Act ISMA;;Clean Price();14;4;N;N;N;ACTACT ISMA;Type 3A;;0;TIMUR;TR;;;;;;;;301E;;FT3A-VARRATE;;N;N;TIMUR;;;;;;;;;
