_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,Güncelleme Tarihi / Updated as of,42437.0,_unnamed_7,USD/TRY=,2.9201,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13,_unnamed_14,_unnamed_15,_unnamed_16,_unnamed_17,_unnamed_18,_unnamed_19,_unnamed_20,_unnamed_21,_unnamed_22,_unnamed_23,_unnamed_24,_unnamed_25,_unnamed_26,_unnamed_27
Sayý,ISIN Kodu,Ýlgili Menkul Kýymet,Ýhraçcý Kurum,Ýhraç Türü,Getiri Türü,MK Türü,Yýllýk Kupon Sayýsý,Para Birimi,Grup Kodu,Ýlk Ýhraç Tarihi,Ýtfa Tarihi,Vadeye Kalan Gün,Toplam Ýhraç Tutarý Nom.,Son Ýhraç Tarihi,Son Ýhraç Fiyatý,Son Ýhraç Getirisi % (yýllýk basit),Gösterge Fiyat,Sonraki Kupon Tarihi,Sonraki Kupon Oraný %,Ek Getiri (%) (*),Dolaþýmdaki Tutar,Emir Giriþ Yöntemi,Ýþlemiþ Faiz/Kira,Temiz Fiyat,Kirli Fiyat,Takas Fiyatý,Getiri,Bileþik Getiri,Gün Sayým Konvansiyonu,Açýklamalar
No,ISIN Code,Related Security,Issuer,Type of Issuance,Type of Yield,Type of Security,Number of Coupons p.a.,Currency,Group Code,First Issue Date,Maturity Date,Days to Maturity,Total Issue Amount Nom.,Last Issue date,Last Issue Price,Last Issue Yield % (simple p.a.),Reference Price (TRY),Next Coupon Date,Next Coupon Rate %,Spread (%) (*),Outstanding Value,Quotation Method,Accrued Int./Lease,Clean Price,Dirty Price,Settlement Price,Yield,Compound Yield,Day Count Convention,Remarks
,,,,,,,,,,,,,(1000 TRY/USD/EUR),,,,,,,,(1000 TRY),,,,,,,,,
227.0,TRT160725K13,TRT140126T29,Hazine / Turkish Treasury,Ýhale / Auction,TÜFE'ye endeksli / Indexed to CPI,Devlet Tahvili / Government Bond,,TRY,108.0,42396.0,45854.0,3417.0,,,,,1.069,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Formül 8/Formula 8,-,-,-,
228.0,TRT140126K10,TRT140126T29,Hazine / Turkish Treasury,Ýhale / Auction,TÜFE'ye endeksli / Indexed to CPI,Devlet Tahvili / Government Bond,,TRY,108.0,42396.0,46036.0,3599.0,,,,,1.055,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Formül 8/Formula 8,-,-,-,
229.0,TRT140126A12,TRT140126T29,Hazine / Turkish Treasury,Ýhale / Auction,TÜFE'ye endeksli / Indexed to CPI,Devlet Tahvili / Government Bond,,TRY,108.0,42396.0,46036.0,3599.0,,,,,78.176,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Formül 8/Formula 8,-,-,-,
230.0,TRT280916T19,,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,4.0,TRY,111.0,40093.0,42641.0,204.0,6929369.986,40142.0,102.334,9.23,101.183,42459.0,2.59,,7011344.43293,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
231.0,TRT280916T27,TRT280916T19,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40093.0,42641.0,204.0,,40142.0,,,101.183,,,,,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
232.0,TRT300316K10,TRT280916T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40093.0,42459.0,22.0,,40142.0,,,2.573,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
233.0,TRT290616K10,TRT280916T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40093.0,42550.0,113.0,,40142.0,,,2.601,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
234.0,TRT280916K18,TRT280916T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40093.0,42641.0,204.0,,40142.0,,,2.524,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
235.0,TRT280916A10,TRT280916T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40093.0,42641.0,204.0,,40142.0,,,93.484,,,,,Basit Getiri/Simple Yield,-,-,Formül 1/Formula 1,Kirli Fiyat/Dirty Price,Giriþ/Input,Formül 3/Formula 3,Act/365,
236.0,TRT040117T14,,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,4.0,TRY,111.0,40191.0,42739.0,302.0,7361356.616,40289.0,99.651,7.89,101.254,42466.0,2.59,,7453668.02796,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
237.0,TRT040117T22,TRT040117T14,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40191.0,42739.0,302.0,,40289.0,,,101.254,,,,,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
238.0,TRT060416K19,TRT040117T22,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40191.0,42466.0,29.0,,40289.0,,,2.568,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
239.0,TRT060716K16,TRT040117T22,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40191.0,42557.0,120.0,,40289.0,,,2.602,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
240.0,TRT051016K12,TRT040117T22,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40191.0,42648.0,211.0,,40289.0,,,2.53,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
241.0,TRT040117K13,TRT040117T22,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40191.0,42739.0,302.0,,40289.0,,,2.46,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
242.0,TRT040117A15,TRT040117T22,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40191.0,42739.0,302.0,,40289.0,,,91.093,,,,,Basit Getiri/Simple Yield,-,-,Formül 1/Formula 1,Kirli Fiyat/Dirty Price,Giriþ/Input,Formül 3/Formula 3,Act/365,
243.0,TRT190717T11,,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,2.0,TRY,111.0,40387.0,42935.0,498.0,6957236.0,40450.0,102.437,8.06,100.997,42571.0,5.3,,7026599.64292,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
244.0,TRT190717T29,TRT190717T11,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40387.0,42935.0,498.0,,40450.0,,,100.997,,,,,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
245.0,TRT200716K26,TRT190717T29,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40387.0,42571.0,134.0,,40450.0,,,5.115,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
246.0,TRT180117K25,TRT190717T29,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40387.0,42753.0,316.0,,40450.0,,,4.531,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
247.0,TRT190717K28,TRT190717T29,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40387.0,42935.0,498.0,,40450.0,,,4.307,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
248.0,TRT190717A12,TRT190717T29,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40387.0,42935.0,498.0,,40450.0,,,87.044,,,,,Basit Getiri/Simple Yield,-,-,Formül 1/Formula 1,Kirli Fiyat/Dirty Price,Giriþ/Input,Formül 3/Formula 3,Act/365,
249.0,TRT251017T18,,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,2.0,TRY,111.0,40485.0,43033.0,596.0,11324649.0,40190.0,103.924,8.0,102.609,42487.0,5.17,,11620109.0924,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
250.0,TRT251017T26,TRT251017T18,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40485.0,43033.0,596.0,,40520.0,,,102.609,,,,,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
251.0,TRT270416K14,TRT251017T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40485.0,42487.0,50.0,,40520.0,,,5.102,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
252.0,TRT261016K17,TRT251017T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40485.0,42669.0,232.0,,40520.0,,,4.63,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
253.0,TRT260417K14,TRT251017T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40485.0,42851.0,414.0,,40520.0,,,4.395,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
254.0,TRT251017K17,TRT251017T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40485.0,43033.0,596.0,,40520.0,,,4.172,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
255.0,TRT251017A19,TRT251017T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40485.0,43033.0,596.0,,40520.0,,,84.31,,,,,Basit Getiri/Simple Yield,-,-,Formül 1/Formula 1,Kirli Fiyat/Dirty Price,Giriþ/Input,Formül 3/Formula 3,Act/365,
256.0,TRT240118T19,,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,2.0,TRY,111.0,40576.0,43124.0,687.0,5325362.933,40926.0,96.12,10.15,99.822,42578.0,5.36,,5315883.78698,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
257.0,TRT240118T27,TRT240118T19,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40576.0,43124.0,687.0,,40576.0,,,99.822,,,,,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
258.0,TRT270716K11,TRT240118T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40576.0,42578.0,141.0,,40576.0,,,5.163,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
259.0,TRT250117K18,TRT240118T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40576.0,42760.0,323.0,,40576.0,,,4.503,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
260.0,TRT260717K11,TRT240118T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40576.0,42942.0,505.0,,40576.0,,,4.271,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
261.0,TRT240118K18,TRT240118T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40576.0,43124.0,687.0,,40576.0,,,4.05,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
262.0,TRT240118A10,TRT240118T27,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,40576.0,43124.0,687.0,,40576.0,,,81.835,,,,,Basit Getiri/Simple Yield,-,-,Formül 1/Formula 1,Kirli Fiyat/Dirty Price,Giriþ/Input,Formül 3/Formula 3,Act/365,
263.0,TRT110320T18,,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,2.0,TRY,111.0,41353.0,43901.0,1464.0,15199026.171,41556.0,95.542,8.06,102.402,42445.0,4.87,,15564106.7796,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
264.0,TRT110320T26,TRT110320T18,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,43901.0,1464.0,,41353.0,,,102.402,,,,,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
265.0,TRT160316K18,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,42445.0,8.0,,41353.0,,,4.86,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
266.0,TRT140916K14,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,42627.0,190.0,,41353.0,,,4.688,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
267.0,TRT150317K18,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,42809.0,372.0,,41353.0,,,4.452,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
268.0,TRT130917K14,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,42991.0,554.0,,41353.0,,,4.228,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
269.0,TRT140318K18,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,43173.0,736.0,,41353.0,,,4.016,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
270.0,TRT120918K14,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,43355.0,918.0,,41353.0,,,3.814,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
271.0,TRT130319K18,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,43537.0,1100.0,,41353.0,,,3.622,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
272.0,TRT110919K14,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,43719.0,1282.0,,41353.0,,,3.439,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
273.0,TRT110320K17,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,43901.0,1464.0,,41353.0,,,3.266,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
274.0,TRT110320A19,TRT110320T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41353.0,43901.0,1464.0,,41353.0,,,66.017,,,,,Basit Getiri/Simple Yield,-,-,Formül 1/Formula 1,Kirli Fiyat/Dirty Price,Giriþ/Input,Formül 3/Formula 3,Act/365,
275.0,TRT111120T18,,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,2.0,TRY,111.0,41598.0,44146.0,1709.0,14612478.116,41731.0,99.231,8.92,99.858,42508.0,5.07,,14591728.3971,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
276.0,TRT111120T26,TRT111120T18,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,44146.0,1709.0,,41598.0,,,99.858,,,,,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
277.0,TRT180516K30,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,42508.0,71.0,,41598.0,,,4.975,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
278.0,TRT161116K34,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,42690.0,253.0,,41598.0,,,4.599,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
279.0,TRT170517K30,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,42872.0,435.0,,41598.0,,,4.364,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
280.0,TRT151117K34,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,43054.0,617.0,,41598.0,,,4.14,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
281.0,TRT160518K30,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,43236.0,799.0,,41598.0,,,3.928,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
282.0,TRT141118K34,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,43418.0,981.0,,41598.0,,,3.727,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
283.0,TRT150519K22,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,43600.0,1163.0,,41598.0,,,3.536,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
284.0,TRT131119K26,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,43782.0,1345.0,,41598.0,,,3.355,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
285.0,TRT130520K21,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,43964.0,1527.0,,41598.0,,,3.183,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
286.0,TRT111120K25,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,44146.0,1709.0,,41598.0,,,3.02,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
287.0,TRT111120A19,TRT111120T26,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41598.0,44146.0,1709.0,,41598.0,,,61.031,,,,,Basit Getiri/Simple Yield,-,-,Formül 1/Formula 1,Kirli Fiyat/Dirty Price,Giriþ/Input,Formül 3/Formula 3,Act/365,
288.0,TRT190521T17,,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,2.0,TRY,111.0,41787.0,44335.0,1898.0,12868619.076,42046.0,99.966,9.05,100.562,42515.0,5.08,,12940940.7152,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
289.0,TRT190521T25,TRT190521T17,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41787.0,44335.0,1898.0,,41787.0,,,100.562,,,,,Temiz Fiyat/Clean Price,Formül 5/Formula 5,Giriþ/Input,Formül 6/Formula 6,Kirli Fiyat/Dirty Price,-,-,Act/Act ISMA,
290.0,TRT250516K15,TRT190521T25,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41787.0,42515.0,78.0,,41787.0,,,4.976,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
291.0,TRT231116K19,TRT190521T25,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41787.0,42697.0,260.0,,41787.0,,,4.599,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
292.0,TRT240517K15,TRT190521T25,Hazine / Turkish Treasury,Ýhale / Auction,Geçmiþ Ýhalelere Endeksli / Indexed to Past Auctions,Devlet Tahvili / Government Bond,,TRY,111.0,41787.0,42879.0,442.0,,41787.0,,,4.37,,,,,Kirli Fiyat/Dirty Price,-,-,Giriþ/Input,Kirli Fiyat/Dirty Price,-,-,-,
